CUST_ID,TRANSACTION_ID,PRODUCT_ID,ITEM_NAME,LINE,CATEGORY,NUMBER_OF_ITEMS,RRP,TOTAL_AMOUNT,TRANSACTION_TIME
27,17147,6195,Nike  Women's Air Max,Clothes,Clothes,1,699.99,699.99,11/13/2010
899,4996,6196,Nike Juvenate Women's Gold Shoes,Clothes,Clothes,1,599.99,599.99,11/13/2010
613,27495,6197,Nike Women Comfort+ Running Sneakers,Clothes,Clothes,2,899.99,1799.98,11/13/2010
483,6881,6198,Nike Women Free Running Sneakers,Clothes,Clothes,1,599.99,599.99,11/13/2010
550,5772,6199,Ralph Lauren Hooded Pullover,Clothes,Clothes,1,449.99,449.99,11/13/2010
407,22202,6200,Ralph Lauren Cotton Indigo Sweater ,Clothes,Clothes,1,186.99,186.99,11/13/2010
345,38823,6201,Ralph Lauren Cotton Raglan Sweater,Clothes,Clothes,3,239.99,719.97,11/13/2010
696,41068,6202,Ralph Lauren Cashmere Sweater,Clothes,Clothes,1,639.99,639.99,11/13/2010
375,2026,6203,Ralph Lauren Ribbed Cotton Sweater,Clothes,Clothes,3,239.99,719.97,11/13/2010
745,36771,6204,Ralph Lauren Sport Cable Knit Sweater,Clothes,Clothes,1,299.99,299.99,11/13/2010
3,42501,6205,Guess Women's Full Collar Short Down Jacket,Clothes,Clothes,2,699.99,1399.98,11/13/2010
494,3765,6206,Guess Women's Wrap Coat,Clothes,Clothes,1,134.99,134.99,11/13/2010
69,8872,6209,Guess Women's Quilted Jacket,Clothes,Clothes,1,449.99,449.99,11/13/2010
826,1742,6210,Guess Women's Moto Jacket,Clothes,Clothes,1,449.99,449.99,11/13/2010
463,12260,6211,Guess Women's Jean Jacket,Clothes,Clothes,1,999.99,999.99,11/13/2010
435,25848,6212,Guess Women's Skinny Jeans,Clothes,Clothes,1,779.99,779.99,11/13/2010
744,8166,6213,Guess Women's Boot Cut Jeans,Clothes,Clothes,1,324.99,324.99,11/13/2010
178,9039,6214,Guess Women's Mid-rise Jeans,Clothes,Clothes,1,278.99,278.99,11/13/2010
588,11317,3177,Tommy Hilfiger Jacquard Tote,Clothes,Clothes,2,299.99,599.98,11/13/2010
310,15234,3178,Tommy Arianna Tote,Clothes,Clothes,2,299.99,599.98,11/13/2010
375,14445,3179,Tommy Hilfiger Everyday Tote,Clothes,Clothes,1,299.99,299.99,11/13/2010
151,32139,3180,Tommy Hilfiger Alexa purse ,Clothes,Clothes,1,559.99,559.99,11/13/2010
450,9938,3181,Elie Tahari Jocelyn Dress,Clothes,Clothes,1,1099.99,1099.99,11/13/2010
614,3396,3182,Elie Tahari Emory Dress,Clothes,Clothes,2,1099.99,2199.98,11/13/2010
557,11407,3183,Elie Tahari Ophelia Dress,Clothes,Clothes,1,134.99,134.99,11/13/2010
876,29556,3184,Elie Tahari Gwenyth Dress,Clothes,Clothes,3,104.99,314.97,11/13/2010
906,14086,3185,Adidas Black Running Tights,Clothes,Clothes,1,599.99,599.99,11/13/2010
637,28114,3186,Adidas Originals Black Hoodie,Clothes,Clothes,1,291.99,291.99,11/14/2010
56,14138,3187,Adidas Originals Grey Hoodie,Clothes,Clothes,1,429.99,429.99,11/14/2010
593,822,3188,Adidas Originals Classic White Sweatshirt,Clothes,Clothes,1,199.99,199.99,11/14/2010
528,43071,3191,Adidas Originals Classic Black Sweatshirt,Clothes,Clothes,2,899.99,1799.98,11/14/2010
584,35123,3192,Adidas Originals Classic Grey Sweatshirt,Clothes,Clothes,1,599.99,599.99,11/14/2010
983,23941,3193,Adidas Originals Grey Running Tights,Clothes,Clothes,1,599.99,599.99,11/14/2010
603,42342,3194,Adidas Training Pant - Black,Clothes,Clothes,1,299.99,299.99,11/14/2010
467,1979,3195,Adidas Training Pant - White,Clothes,Clothes,1,149.99,149.99,11/14/2010
827,29066,3196,Adidas Classic 3-stripe pant,Clothes,Clothes,1,186.99,186.99,11/14/2010
726,15765,3197,Adidas Classic 3-stripe pant - blue,Clothes,Clothes,2,779.99,1559.98,11/14/2010
841,32309,3198,Elie Tahari Lace Dress,Clothes,Clothes,1,149.99,149.99,11/14/2010
479,39660,3199,Adidas Training Pant - Black,Clothes,Clothes,1,399.99,399.99,11/14/2010
455,36783,3200,Adidas Originals Grey Running Tights,Clothes,Clothes,2,239.99,479.98,11/14/2010
306,40645,3201,Anastasia Beverly Hills Dress,Clothes,Clothes,1,291.99,291.99,11/14/2010
46,14709,3202,Guess Fit and Flair Dress,Clothes,Clothes,2,299.99,599.98,11/14/2010
601,8398,3203,Bar III Cropped Jacket,Clothes,Clothes,2,599.99,1199.98,11/14/2010
569,12804,3204,Anne Klein Fayza Dress Shoes,Clothes,Clothes,3,639.99,1919.97,11/14/2010
436,9370,3205,Anne Klein Barb Dress Shoes,Clothes,Clothes,2,499.99,999.98,11/14/2010
338,23612,3206,Calvin Klein Gayle High Heel Shoes,Clothes,Clothes,1,629.99,629.99,11/14/2010
537,10787,3209,Calvin Klein Catherine High Heel Shoes,Clothes,Clothes,2,599.99,1199.98,11/14/2010
429,19306,3210,Calvin Klein Zipper Sheath Dress,Clothes,Clothes,1,999.99,999.99,11/14/2010
115,19302,3211,Calvin Klein Sleevess Belted Striped Dress,Clothes,Clothes,1,999.99,999.99,11/14/2010
403,40425,3212,Calvin Klein Horseshoe Neckline Dress,Clothes,Clothes,1,199.99,199.99,11/14/2010
396,21733,3213,Calvin Klein Textured Sheath Dress,Clothes,Clothes,1,449.99,449.99,11/14/2010
158,13767,3214,Elie Tahari Women's Kyle Knit Dress,Clothes,Clothes,1,699.99,699.99,11/14/2010
927,26084,6177,Elie Tahari Women's Kyle Twist Knit Dress,Clothes,Clothes,1,999.99,999.99,11/14/2010
781,19540,6178,Nike Women's Black Leggings,Clothes,Clothes,1,239.99,239.99,11/14/2010
135,28583,6179,Nike Women's Blue Leggings,Clothes,Clothes,1,999.99,999.99,11/14/2010
877,24807,6180,Nike Women's Miulticolor Leggings,Clothes,Clothes,2,299.99,599.98,11/14/2010
555,22372,6181,Nike Women's Flash Running Tights,Clothes,Clothes,1,249.99,249.99,11/14/2010
781,6017,6182,Elie Tahari One Button Jacket,Clothes,Clothes,1,499.99,499.99,11/14/2010
409,25130,6183,Elie Tahari Eggplant Career Suit,Clothes,Clothes,1,449.99,449.99,11/14/2010
738,16131,6184,Elie Tahari Black Career Suit,Clothes,Clothes,1,699.99,699.99,11/14/2010
419,22798,6185,Elie Tahari Scarlett Sleeveless Blouse,Clothes,Clothes,1,149.99,149.99,11/14/2010
845,3219,6186,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,1,399.99,399.99,11/14/2010
878,7340,6187,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,1,599.99,599.99,11/14/2010
931,26694,6188,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,2,599.99,1199.98,11/14/2010
442,3428,6191,Elie Tahari White Career Blouse,Clothes,Clothes,1,599.99,599.99,11/14/2010
760,1821,6192,Nike Women's Hyperspike Shoe,Clothes,Clothes,2,584.99,1169.98,11/14/2010
354,8201,6193,Nike Women's Air Max Running Shoe,Clothes,Clothes,1,299.99,299.99,11/14/2010
437,21854,6194,Nike Women's Free 5.0 Running Shoe,Clothes,Clothes,1,194.99,194.99,11/14/2010
992,37659,6195,Nike  Women's Air Max,Clothes,Clothes,1,134.99,134.99,11/15/2010
91,34184,6196,Nike Juvenate Women's Gold Shoes,Clothes,Clothes,1,499.99,499.99,11/15/2010
765,35452,6197,Nike Women Comfort+ Running Sneakers,Clothes,Clothes,1,239.99,239.99,11/15/2010
883,7532,6198,Nike Women Free Running Sneakers,Clothes,Clothes,1,1099.99,1099.99,11/15/2010
687,21975,6199,Ralph Lauren Hooded Pullover,Clothes,Clothes,2,314.99,629.98,11/15/2010
708,705,6200,Ralph Lauren Cotton Indigo Sweater ,Clothes,Clothes,1,314.99,314.99,11/15/2010
440,40967,6201,Ralph Lauren Cotton Raglan Sweater,Clothes,Clothes,1,239.99,239.99,11/15/2010
58,23113,6202,Ralph Lauren Cashmere Sweater,Clothes,Clothes,1,399.99,399.99,11/15/2010
557,28745,6203,Ralph Lauren Ribbed Cotton Sweater,Clothes,Clothes,1,509.99,509.99,11/15/2010
197,32596,6204,Ralph Lauren Sport Cable Knit Sweater,Clothes,Clothes,1,229.99,229.99,11/15/2010
667,16503,6205,Guess Women's Full Collar Short Down Jacket,Clothes,Clothes,1,639.99,639.99,11/15/2010
673,41189,6206,Guess Women's Wrap Coat,Clothes,Clothes,1,539.99,539.99,11/15/2010
808,35475,6209,Guess Women's Quilted Jacket,Clothes,Clothes,1,449.99,449.99,11/15/2010
343,25694,6210,Guess Women's Moto Jacket,Clothes,Clothes,1,999.99,999.99,11/15/2010
466,34737,6211,Guess Women's Jean Jacket,Clothes,Clothes,1,599.99,599.99,11/15/2010
719,21155,6212,Guess Women's Skinny Jeans,Clothes,Clothes,1,149.99,149.99,11/15/2010
700,22062,6213,Guess Women's Boot Cut Jeans,Clothes,Clothes,2,449.99,899.98,11/15/2010
775,40721,6214,Guess Women's Mid-rise Jeans,Clothes,Clothes,1,399.99,399.99,11/15/2010
503,8899,3177,Tommy Hilfiger Jacquard Tote,Clothes,Clothes,2,699.99,1399.98,11/15/2010
739,6488,3178,Tommy Arianna Tote,Clothes,Clothes,1,1019.99,1019.99,11/15/2010
501,1103,3179,Tommy Hilfiger Everyday Tote,Clothes,Clothes,1,899.99,899.99,11/15/2010
175,8677,3180,Tommy Hilfiger Alexa purse ,Clothes,Clothes,1,699.99,699.99,11/15/2010
766,15499,3181,Elie Tahari Jocelyn Dress,Clothes,Clothes,1,149.99,149.99,11/15/2010
64,22699,3182,Elie Tahari Emory Dress,Clothes,Clothes,1,299.99,299.99,11/15/2010
217,20575,3183,Elie Tahari Ophelia Dress,Clothes,Clothes,1,149.99,149.99,11/15/2010
635,40969,3184,Elie Tahari Gwenyth Dress,Clothes,Clothes,1,584.99,584.99,11/15/2010
611,31459,3185,Adidas Black Running Tights,Clothes,Clothes,1,399.99,399.99,11/15/2010
138,37296,3186,Adidas Originals Black Hoodie,Clothes,Clothes,1,584.99,584.99,11/15/2010
277,26553,3187,Adidas Originals Grey Hoodie,Clothes,Clothes,1,399.99,399.99,11/15/2010
24,1160,3188,Adidas Originals Classic White Sweatshirt,Clothes,Clothes,2,599.99,1199.98,11/15/2010
673,5254,3191,Adidas Originals Classic Black Sweatshirt,Clothes,Clothes,1,1199.99,1199.99,11/15/2010
823,42132,3192,Adidas Originals Classic Grey Sweatshirt,Clothes,Clothes,1,324.99,324.99,11/15/2010
850,27149,3193,Adidas Originals Grey Running Tights,Clothes,Clothes,1,399.99,399.99,11/15/2010
757,23090,3194,Adidas Training Pant - Black,Clothes,Clothes,2,319.99,639.98,11/15/2010
931,26694,3195,Adidas Training Pant - White,Clothes,Clothes,2,599.99,1199.98,11/15/2010
748,7664,3196,Adidas Classic 3-stripe pant,Clothes,Clothes,1,319.99,319.99,11/15/2010
842,244,3197,Adidas Classic 3-stripe pant - blue,Clothes,Clothes,1,599.99,599.99,11/15/2010
869,8744,3198,Elie Tahari Lace Dress,Clothes,Clothes,1,599.99,599.99,11/15/2010
776,24994,3199,Adidas Training Pant - Black,Clothes,Clothes,3,429.99,1289.97,11/15/2010
504,1362,3200,Adidas Originals Grey Running Tights,Clothes,Clothes,2,179.99,359.98,11/15/2010
736,11363,3201,Adidas Originals Black Hoodie,Clothes,Clothes,1,449.99,449.99,11/15/2010
633,27351,3202,Adidas Originals Grey Hoodie,Clothes,Clothes,1,429.99,429.99,11/15/2010
462,42458,3203,Adidas Originals Classic White Sweatshirt,Clothes,Clothes,1,779.99,779.99,11/15/2010
503,28072,3204,Adidas Originals Classic Black Sweatshirt,Clothes,Clothes,1,179.99,179.99,11/15/2010
261,36405,3205,Adidas Originals Black Hoodie,Clothes,Clothes,1,299.99,299.99,11/15/2010
382,7472,3206,Adidas Originals Grey Hoodie,Clothes,Clothes,1,1299.99,1299.99,11/15/2010
469,43157,3209,Adidas Originals Classic White Sweatshirt,Clothes,Clothes,1,186.99,186.99,11/15/2010
531,28070,3210,Adidas Originals Classic Black Sweatshirt,Clothes,Clothes,1,399.99,399.99,11/15/2010
700,7278,3211,Adidas Originals Black Hoodie,Clothes,Clothes,2,299.99,599.98,11/15/2010
821,4657,3212,Adidas Originals Grey Hoodie,Clothes,Clothes,1,1299.99,1299.99,11/15/2010
605,3032,3213,Adidas Originals Classic White Sweatshirt,Clothes,Clothes,2,399.99,799.98,11/15/2010
933,34438,3214,Adidas Originals Classic Black Sweatshirt,Clothes,Clothes,1,149.99,149.99,11/15/2010
207,42864,6177,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,2,279.99,559.98,11/15/2010
767,22750,6178,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,1,399.99,399.99,11/15/2010
441,21793,6179,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,2,199.99,399.98,11/15/2010
93,34121,6180,Elie Tahari White Career Blouse,Clothes,Clothes,1,299.99,299.99,11/15/2010
263,13987,6181,Nike Women's Hyperspike Shoe,Clothes,Clothes,1,779.99,779.99,11/15/2010
417,37912,6182,Nike Women's Air Max Running Shoe,Clothes,Clothes,1,1299.99,1299.99,11/15/2010
51,20267,6183,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,1,429.99,429.99,11/15/2010
424,17056,6184,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,2,599.99,1199.98,11/16/2010
645,15939,6185,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,1,714.99,714.99,11/16/2010
834,2188,6186,Elie Tahari White Career Blouse,Clothes,Clothes,1,639.99,639.99,11/16/2010
529,19779,6187,Nike Women's Hyperspike Shoe,Clothes,Clothes,1,171.99,171.99,11/16/2010
74,13496,6188,Nike Women's Air Max Running Shoe,Clothes,Clothes,1,999.99,999.99,11/16/2010
88,38384,6191,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,1,171.99,171.99,11/16/2010
420,23425,6192,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,1,319.99,319.99,11/16/2010
122,38296,6193,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,1,999.99,999.99,11/16/2010
657,41466,6194,Elie Tahari White Career Blouse,Clothes,Clothes,1,999.99,999.99,11/16/2010
774,1047,6195,Nike Women's Hyperspike Shoe,Clothes,Clothes,1,171.99,171.99,11/16/2010
509,2490,6196,Nike Women's Air Max Running Shoe,Clothes,Clothes,1,599.99,599.99,11/16/2010
578,34394,6197,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,1,171.99,171.99,11/16/2010
286,32697,6198,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,1,539.99,539.99,11/16/2010
213,43073,6199,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,2,1099.99,2199.98,11/16/2010
665,15469,6200,Elie Tahari White Career Blouse,Clothes,Clothes,1,639.99,639.99,11/16/2010
882,15054,6201,Nike Women's Hyperspike Shoe,Clothes,Clothes,1,1199.99,1199.99,11/16/2010
21,11046,6202,Nike Women's Air Max Running Shoe,Clothes,Clothes,1,299.99,299.99,11/16/2010
895,39295,6203,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,1,539.99,539.99,11/16/2010
96,2996,6204,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,1,299.99,299.99,11/16/2010
550,39509,6205,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,1,399.99,399.99,11/16/2010
525,5189,6206,Elie Tahari White Career Blouse,Clothes,Clothes,1,229.99,229.99,11/16/2010
816,26332,6209,Nike Women's Hyperspike Shoe,Clothes,Clothes,3,1199.99,3599.97,11/16/2010
720,10801,6210,Nike Women's Air Max Running Shoe,Clothes,Clothes,1,399.99,399.99,11/16/2010
488,24596,6211,Ralph Lauren Cotton Indigo Sweater ,Clothes,Clothes,1,429.99,429.99,11/16/2010
962,12895,6212,Ralph Lauren Cotton Raglan Sweater,Clothes,Clothes,1,291.99,291.99,11/16/2010
299,2961,6213,Ralph Lauren Cashmere Sweater,Clothes,Clothes,1,359.99,359.99,11/16/2010
461,12310,6214,Ralph Lauren Ribbed Cotton Sweater,Clothes,Clothes,2,599.99,1199.98,11/16/2010
819,30963,3177,Ralph Lauren Sport Cable Knit Sweater,Clothes,Clothes,1,599.99,599.99,11/16/2010
795,8411,3178,Guess Women's Full Collar Short Down Jacket,Clothes,Clothes,2,779.99,1559.98,11/16/2010
541,38385,3179,Guess Women's Wrap Coat,Clothes,Clothes,1,179.99,179.99,11/16/2010
777,27804,3180,Guess Women's Quilted Jacket,Clothes,Clothes,1,229.99,229.99,11/16/2010
922,20281,3181,Guess Women's Moto Jacket,Clothes,Clothes,1,299.99,299.99,11/16/2010
393,39686,3182,Guess Women's Jean Jacket,Clothes,Clothes,1,399.99,399.99,11/16/2010
315,29799,3183,Guess Women's Skinny Jeans,Clothes,Clothes,2,299.99,599.98,11/16/2010
268,37354,3184,Guess Women's Boot Cut Jeans,Clothes,Clothes,3,299.99,899.97,11/16/2010
10,15040,3185,Ralph Lauren Cotton Indigo Sweater ,Clothes,Clothes,1,134.99,134.99,11/16/2010
837,26589,3186,Ralph Lauren Cotton Raglan Sweater,Clothes,Clothes,1,999.99,999.99,11/16/2010
392,26651,3187,Ralph Lauren Cashmere Sweater,Clothes,Clothes,1,599.99,599.99,11/16/2010
580,42510,3188,Ralph Lauren Ribbed Cotton Sweater,Clothes,Clothes,1,149.99,149.99,11/16/2010
641,23849,3191,Ralph Lauren Sport Cable Knit Sweater,Clothes,Clothes,1,1199.99,1199.99,11/16/2010
373,364,3192,Guess Women's Full Collar Short Down Jacket,Clothes,Clothes,1,199.99,199.99,11/16/2010
741,14151,3193,Guess Women's Wrap Coat,Clothes,Clothes,1,319.99,319.99,11/16/2010
652,12087,3194,Guess Women's Quilted Jacket,Clothes,Clothes,1,399.99,399.99,11/16/2010
44,19262,3195,Anastasia Beverly Hills Dress,Clothes,Clothes,1,449.99,449.99,11/16/2010
458,22671,3196,Guess Fit and Flair Dress,Clothes,Clothes,2,229.99,459.98,11/17/2010
493,14948,3197,Bar III Cropped Jacket,Clothes,Clothes,1,599.99,599.99,11/17/2010
291,21918,3198,Anne Klein Fayza Dress Shoes,Clothes,Clothes,2,278.99,557.98,11/17/2010
133,37263,3199,Anne Klein Barb Dress Shoes,Clothes,Clothes,2,599.99,1199.98,11/17/2010
723,29058,3200,Calvin Klein Gayle High Heel Shoes,Clothes,Clothes,1,278.99,278.99,11/17/2010
6,30048,3201,Calvin Klein Catherine High Heel Shoes,Clothes,Clothes,1,179.99,179.99,11/17/2010
502,24115,3202,Calvin Klein Zipper Sheath Dress,Clothes,Clothes,1,449.99,449.99,11/17/2010
765,8485,3203,Calvin Klein Sleevess Belted Striped Dress,Clothes,Clothes,1,449.99,449.99,11/17/2010
441,40676,3204,Calvin Klein Horseshoe Neckline Dress,Clothes,Clothes,1,199.99,199.99,11/24/2010
413,2981,3205,Calvin Klein Textured Sheath Dress,Clothes,Clothes,1,699.99,699.99,11/17/2010
340,7877,3206,Elie Tahari Women's Kyle Knit Dress,Clothes,Clothes,1,229.99,229.99,11/17/2010
756,17582,3209,Elie Tahari Women's Kyle Twist Knit Dress,Clothes,Clothes,1,149.99,149.99,11/17/2010
555,15041,3210,Nike Women's Black Leggings,Clothes,Clothes,1,149.99,149.99,11/17/2010
276,36987,3211,Nike Women's Blue Leggings,Clothes,Clothes,3,149.99,449.97,11/17/2010
709,30461,3212,Nike Women's Miulticolor Leggings,Clothes,Clothes,1,599.99,599.99,11/17/2010
751,36266,3213,Nike Women's Flash Running Tights,Clothes,Clothes,1,599.99,599.99,11/17/2010
719,173,3214,Elie Tahari One Button Jacket,Clothes,Clothes,3,249.99,749.97,11/17/2010
896,26270,6177,Elie Tahari Eggplant Career Suit,Clothes,Clothes,1,299.99,299.99,11/17/2010
518,25599,6178,Elie Tahari Black Career Suit,Clothes,Clothes,1,249.99,249.99,11/17/2010
716,2273,6179,Elie Tahari Scarlett Sleeveless Blouse,Clothes,Clothes,1,399.99,399.99,11/17/2010
987,22152,6180,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,1,429.99,429.99,11/17/2010
436,37730,6181,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,1,599.99,599.99,11/17/2010
852,9038,6182,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,1,499.99,499.99,11/17/2010
757,27088,6183,Elie Tahari White Career Blouse,Clothes,Clothes,1,429.99,429.99,11/17/2010
766,30088,6184,Nike Women's Hyperspike Shoe,Clothes,Clothes,1,639.99,639.99,11/17/2010
296,16674,6185,Nike Women's Air Max Running Shoe,Clothes,Clothes,1,399.99,399.99,11/17/2010
629,41425,6186,Nike Women's Free 5.0 Running Shoe,Clothes,Clothes,1,399.99,399.99,11/17/2010
573,17685,6187,Nike  Women's Air Max,Clothes,Clothes,1,239.99,239.99,11/17/2010
499,40474,6188,Nike Juvenate Women's Gold Shoes,Clothes,Clothes,2,194.99,389.98,11/17/2010
581,15191,6191,Nike Women Comfort+ Running Sneakers,Clothes,Clothes,1,779.99,779.99,11/17/2010
877,259,6192,Nike Women Free Running Sneakers,Clothes,Clothes,1,134.99,134.99,11/17/2010
107,31177,6193,Ralph Lauren Hooded Pullover,Clothes,Clothes,1,499.99,499.99,11/17/2010
10,29181,6194,Ralph Lauren Cotton Indigo Sweater ,Clothes,Clothes,2,509.99,1019.98,11/17/2010
707,37626,6195,Ralph Lauren Cotton Raglan Sweater,Clothes,Clothes,1,194.99,194.99,11/17/2010
650,30917,6196,Ralph Lauren Cashmere Sweater,Clothes,Clothes,1,499.99,499.99,11/17/2010
794,32831,6197,Ralph Lauren Ribbed Cotton Sweater,Clothes,Clothes,1,1039.99,1039.99,11/17/2010
996,42887,6198,Ralph Lauren Sport Cable Knit Sweater,Clothes,Clothes,1,1199.99,1199.99,11/18/2010
699,7380,6199,Guess Women's Full Collar Short Down Jacket,Clothes,Clothes,2,299.99,599.98,11/18/2010
743,18577,6200,Guess Women's Wrap Coat,Clothes,Clothes,1,599.99,599.99,11/18/2010
580,14744,6201,Guess Women's Quilted Jacket,Clothes,Clothes,1,899.99,899.99,11/18/2010
24,15697,6202,Guess Women's Moto Jacket,Clothes,Clothes,1,399.99,399.99,11/18/2010
748,25174,6203,Guess Women's Jean Jacket,Clothes,Clothes,1,279.99,279.99,11/18/2010
589,33445,6204,Guess Women's Skinny Jeans,Clothes,Clothes,1,399.99,399.99,11/18/2010
533,41120,6205,Guess Women's Boot Cut Jeans,Clothes,Clothes,1,1299.99,1299.99,11/18/2010
762,22884,6206,Guess Women's Mid-rise Jeans,Clothes,Clothes,1,1299.99,1299.99,11/18/2010
788,35547,6209,Tommy Hilfiger Jacquard Tote,Clothes,Clothes,1,299.99,299.99,11/18/2010
900,14817,6210,Tommy Arianna Tote,Clothes,Clothes,1,179.99,179.99,11/18/2010
754,37570,6211,Tommy Hilfiger Everyday Tote,Clothes,Clothes,1,186.99,186.99,11/18/2010
172,24163,6212,Tommy Hilfiger Alexa purse ,Clothes,Clothes,1,179.99,179.99,11/18/2010
180,11610,6213,Elie Tahari Jocelyn Dress,Clothes,Clothes,2,699.99,1399.98,11/18/2010
273,4022,6214,Elie Tahari Emory Dress,Clothes,Clothes,1,599.99,599.99,11/18/2010
14,31664,3177,Elie Tahari Ophelia Dress,Clothes,Clothes,1,499.99,499.99,11/18/2010
462,2729,3178,Elie Tahari Gwenyth Dress,Clothes,Clothes,1,649.99,649.99,11/18/2010
897,10,3179,Adidas Black Running Tights,Clothes,Clothes,1,134.99,134.99,11/18/2010
572,33218,3180,Adidas Originals Black Hoodie,Clothes,Clothes,1,599.99,599.99,11/18/2010
320,24159,3181,Adidas Originals Grey Hoodie,Clothes,Clothes,1,449.99,449.99,11/18/2010
711,11586,3182,Adidas Originals Classic White Sweatshirt,Clothes,Clothes,1,249.99,249.99,11/18/2010
767,23278,3183,Adidas Originals Classic Black Sweatshirt,Clothes,Clothes,1,539.99,539.99,11/18/2010
899,27114,3184,Adidas Originals Classic Grey Sweatshirt,Clothes,Clothes,1,229.99,229.99,11/18/2010
254,36642,3185,Adidas Originals Grey Running Tights,Clothes,Clothes,1,449.99,449.99,11/18/2010
193,3409,3186,Adidas Training Pant - Black,Clothes,Clothes,1,449.99,449.99,11/18/2010
13,22951,3187,Adidas Training Pant - White,Clothes,Clothes,2,104.99,209.98,11/18/2010
164,13055,3188,Adidas Classic 3-stripe pant,Clothes,Clothes,1,199.99,199.99,11/18/2010
799,3483,3191,Adidas Classic 3-stripe pant - blue,Clothes,Clothes,1,299.99,299.99,11/18/2010
177,6306,3192,Elie Tahari Lace Dress,Clothes,Clothes,1,229.99,229.99,11/18/2010
125,1544,3193,Adidas Training Pant - Black,Clothes,Clothes,1,559.99,559.99,11/18/2010
127,26407,3194,Adidas Originals Grey Running Tights,Clothes,Clothes,1,299.99,299.99,11/18/2010
248,2610,3195,Anastasia Beverly Hills Dress,Clothes,Clothes,1,149.99,149.99,11/18/2010
688,24437,3196,Guess Fit and Flair Dress,Clothes,Clothes,1,449.99,449.99,11/18/2010
506,32091,3197,Bar III Cropped Jacket,Clothes,Clothes,2,399.99,799.98,11/18/2010
380,13348,3198,Anne Klein Fayza Dress Shoes,Clothes,Clothes,2,399.99,799.98,11/18/2010
216,27228,3199,Anne Klein Barb Dress Shoes,Clothes,Clothes,1,499.99,499.99,11/18/2010
56,15219,3200,Calvin Klein Gayle High Heel Shoes,Clothes,Clothes,2,179.99,359.98,11/18/2010
975,24574,3201,Calvin Klein Catherine High Heel Shoes,Clothes,Clothes,1,324.99,324.99,11/18/2010
923,21782,3202,Calvin Klein Zipper Sheath Dress,Clothes,Clothes,2,1099.99,2199.98,11/18/2010
350,22245,3203,Calvin Klein Sleevess Belted Striped Dress,Clothes,Clothes,1,499.99,499.99,11/18/2010
816,11636,3204,Calvin Klein Horseshoe Neckline Dress,Clothes,Clothes,1,399.99,399.99,11/19/2010
786,13580,3205,Calvin Klein Textured Sheath Dress,Clothes,Clothes,1,639.99,639.99,11/19/2010
771,20966,3206,Elie Tahari Women's Kyle Knit Dress,Clothes,Clothes,1,299.99,299.99,11/19/2010
955,2014,3209,Elie Tahari Women's Kyle Twist Knit Dress,Clothes,Clothes,2,229.99,459.98,11/19/2010
630,40367,3210,Nike Women's Black Leggings,Clothes,Clothes,1,149.99,149.99,11/19/2010
775,24876,3211,Nike Women's Blue Leggings,Clothes,Clothes,1,134.99,134.99,11/19/2010
399,10673,3212,Nike Women's Miulticolor Leggings,Clothes,Clothes,1,134.99,134.99,11/19/2010
543,4218,3213,Nike Women's Flash Running Tights,Clothes,Clothes,1,194.99,194.99,11/19/2010
853,13936,3214,Elie Tahari One Button Jacket,Clothes,Clothes,2,199.99,399.98,11/19/2010
737,40538,6177,Elie Tahari Eggplant Career Suit,Clothes,Clothes,1,1099.99,1099.99,11/19/2010
497,7999,6178,Elie Tahari Black Career Suit,Clothes,Clothes,1,449.99,449.99,11/19/2010
619,17140,6179,Elie Tahari Scarlett Sleeveless Blouse,Clothes,Clothes,2,449.99,899.98,11/19/2010
146,23213,6180,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,2,171.99,343.98,11/19/2010
96,3410,6181,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,1,999.99,999.99,11/19/2010
3,38700,6182,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,1,299.99,299.99,11/19/2010
396,2540,6183,Elie Tahari White Career Blouse,Clothes,Clothes,2,278.99,557.98,11/19/2010
