Customer ID,Gender,Affinity,Annual Spend,Loyalty Program Member,Response Channel,CLV
47330,F,Men's Career,209.348,YES,Email,20934.8
94864,F,Home goods,434.745,NO,Direct Mail,43474.5
28959,M,Women's Sportwear,215.852,NO,Email,21585.2
54462,M,Women's Career,388.386,NO,Email,38838.6
63880,F,Women's Shoes,167.477,NO,Email,16747.7
104630,F,Men's Casual,496.887,YES,Mobile,49688.7
11565,F,Women's Shoes,449.745,NO,Email,44974.5
93527,M,Men's Sportswear,333.61,YES,Email,33361
88812,F,Men's Career,288.761,NO,Mobile,28876.1
61107,F,Home goods,303.14,YES,Mobile,30314
104722,M,Women's Sportwear,336.677,YES,Mobile,33667.7
10915,F,Women's Career,124.624,NO,Mobile,12462.4
33056,M,Women's Shoes,144.013,NO,Direct Mail,14401.3
78967,M,Men's Casual,361.66,YES,Direct Mail,36166
81825,F,Women's Shoes,250.713,NO,Mobile,25071.3
51846,F,Men's Sportswear,370.748,NO,Mobile,37074.8
58288,M,Men's Career,144.81,NO,Mobile,14481
30459,F,Home goods,326.755,NO,Direct Mail,32675.5
70018,F,Women's Sportwear,427.998,YES,Direct Mail,42799.8
62789,M,Women's Career,151.609,NO,Email,15160.9
102887,M,Women's Shoes,333.158,NO,Direct Mail,33315.8
83102,M,Men's Casual,480.077,YES,Email,48007.7
57268,M,Women's Shoes,250.267,YES,Email,25026.7
78139,M,Men's Sportswear,485.578,NO,Email,48557.8
86331,M,Men's Career,454.521,NO,Mobile,45452.1
31384,M,Home goods,372.056,NO,Mobile,37205.6
63996,F,Women's Sportwear,137.353,NO,Direct Mail,13735.3
99025,M,Women's Career,290.798,YES,Mobile,29079.8
95921,F,Women's Shoes,348.576,YES,Email,34857.6
99164,M,Men's Casual,306.965,NO,Email,30696.5
