from,to,distance
L76,L246,3.70008394572
L77,L246,3.26147267129
L78,L246,3.28038635419
L79,L246,2.50543949989
L80,L246,1.91931996396
L81,L246,12.6043063054
L82,L246,8.30068508301
L91,L246,7.99612475017
L93,L246,8.59462863984
L99,L246,10.9242855897
L102,L246,10.3766394744
L103,L246,9.56126291851
L106,L246,8.77390026118
L113,L246,12.9100167986
L116,L246,7.61598099722
L122,L246,7.24865951536
L128,L246,6.87706648108
L134,L246,6.52950604138
L135,L246,6.39763682981
L138,L246,6.35517166822
L139,L246,6.0687946621
L141,L246,5.77208024616
L145,L246,5.3982973216
L146,L246,4.85369909162
L147,L246,4.4488776773
L150,L246,4.0375366201
L151,L246,3.76173900878
L153,L246,2.12315772067
L154,L246,3.13526139901
L155,L246,2.60441786518
L156,L246,2.54242586801
L157,L246,3.13961704113
L159,L246,1.52118918276
L162,L246,2.13871353362
L168,L246,1.61104577658
L171,L246,1.85450071477
L173,L246,1.57877140041
L178,L246,1.53836296817
L179,L246,1.40236549189
L185,L246,2.47257455313
L186,L246,2.12948943822
L191,L246,3.11814744801
L203,L246,5.90160038144
L206,L246,6.34088887349
L213,L246,6.71085143391
L222,L246,7.12974025736
L227,L246,7.55636147755
L229,L246,9.64269046031
L231,L246,0.583624541318
L246,L246,0
L247,L246,2.15196727565
L249,L246,2.56194673553
L252,L246,3.37332402174
L262,L246,3.54081856573
L271,L246,3.86607602499
L273,L246,4.13164609022
L274,L246,4.9605984566
L292,L246,5.31995642657
L299,L246,5.65123067222
L309,L246,6.06330497099
L310,L246,6.3261349833
L313,L246,7.5823271524
L315,L246,8.00573927562
L321,L246,8.36110977163
L323,L246,8.78573039372
L328,L246,8.36619844761
L333,L246,7.82992928679
L334,L246,7.06245773317
L336,L246,7.04538240594
L338,L246,7.08114321702
L349,L246,6.93324768043
L355,L246,2.65008353395
L361,L246,4.59656297789
L365,L246,10.1624454473
L370,L246,3.59960357368
L371,L246,9.57899346113
L375,L246,2.11079730345
L382,L246,2.41378368792
L385,L246,10.0903468835
L387,L246,9.21183486015
L392,L246,1.33664458123
L393,L246,1.24190370266
L402,L246,1.46529742147
L408,L246,1.9849253658
L411,L246,2.0394361135
L412,L246,2.24504431712
L418,L246,2.52640959592
L423,L246,2.89084885045
L430,L246,4.03462541034
L431,L246,4.45713405307
L437,L246,4.85200167569
L444,L246,5.14155163819
L445,L246,5.62063092315
L469,L246,6.61679537688
L483,L246,4.64235436839
L493,L246,4.69641186019
L495,L246,4.97306893694
L496,L246,5.27935716116
L511,L246,5.57349227695
L527,L246,10.0725650903
L529,L246,9.72984077034
L530,L246,9.24854429946
L540,L246,8.92723470464
L543,L246,3.16844923161
L554,L246,2.93783995601
L556,L246,3.44497059189
L560,L246,6.67944970376
L0,L246,7.45972216179
L7,L247,8.25385851307
L18,L247,8.14403212082
L26,L247,9.90063902594
L33,L247,8.09422850964
L36,L247,6.72866874237
L38,L247,5.86399652685
L57,L247,5.12970275449
L62,L247,4.2116049342
L63,L247,3.59847902507
L70,L247,2.84167834355
L75,L247,2.43291341859
L76,L247,1.72101098589
L77,L247,1.58391126577
L78,L247,2.08386558258
L79,L247,1.96273023069
L80,L247,2.82496561553
L81,L247,10.54089939
L82,L247,6.20468569485
L91,L247,5.91849531637
L93,L247,6.48426438895
L99,L247,8.99224656295
L102,L247,8.4365624333
L103,L247,7.59460690717
L106,L247,6.78267375755
L113,L247,10.839352437
L116,L247,6.00835913234
L122,L247,5.57783082922
L128,L247,5.17436307099
L134,L247,4.79683652695
L135,L247,4.5548180615
L138,L247,4.69255982238
L139,L247,4.54043343508
L141,L247,4.39326190808
L145,L247,4.10390875172
L146,L247,3.67116937695
L147,L247,3.37255316076
L150,L247,3.06939453714
L151,L247,2.39367120231
L153,L247,2.2026806197
L154,L247,4.88332519025
L155,L247,4.2139647832
L156,L247,1.56873858782
L157,L247,1.88996177229
L159,L247,2.12575857737
L162,L247,3.48372971112
L168,L247,1.92693133342
L171,L247,0.378784587223
L173,L247,0.603527018273
L178,L247,1.03513502998
L179,L247,1.46900277529
L185,L247,0.870540376338
L186,L247,0.529932438664
L191,L247,1.58229151135
L203,L247,3.98100449534
L206,L247,4.38220582071
L213,L247,4.70778936991
L222,L247,5.09168498516
L227,L247,5.4947720895
L229,L247,7.50228099127
L231,L247,2.73168051016
L246,L247,2.15196727565
L247,L247,0
L249,L247,0.424864465011
L252,L247,1.2597904189
L262,L247,1.40319445143
L271,L247,1.71757098668
L273,L247,1.98713924604
L274,L247,2.82911424185
L292,L247,3.19227279467
L299,L247,3.52975317015
L309,L247,3.96541993897
L310,L247,4.24598830277
L313,L247,5.55005895124
L315,L247,5.97266025383
L321,L247,6.32446722051
L323,L247,6.74942920259
L328,L247,6.36437358401
L333,L247,5.82691134891
L334,L247,5.05596325553
L336,L247,5.00459100999
L338,L247,4.98752045621
L349,L247,4.80069547036
L355,L247,3.0020916561
L361,L247,3.24252372675
L365,L247,8.49807746719
L370,L247,1.56746245169
L371,L247,7.58258077487
L375,L247,4.19001718333
L382,L247,4.55956453472
L385,L247,8.13181275298
L387,L247,7.18723755609
L392,L247,2.34349094617
L393,L247,2.57812670229
L402,L247,3.38087240851
L408,L247,1.47479311955
L411,L247,1.15028582963
L412,L247,0.687201801912
L418,L247,0.501420951476
L423,L247,0.739112746712
L430,L247,1.92948004079
L431,L247,2.360630282
L437,L247,2.75588522785
L444,L247,3.04359150974
L445,L247,3.5245120257
L469,L247,4.51844557937
L483,L247,2.83821516859
L493,L247,2.76335720473
L495,L247,2.97920499433
L496,L247,3.23812147654
L511,L247,3.50651540127
L527,L247,8.04412720572
L529,L247,7.68948632374
L530,L247,7.19959296088
L540,L247,6.87194168241
L543,L247,2.90974594659
L554,L247,3.00778938123
L556,L247,2.68907755359
L560,L247,4.75780534649
L0,L247,5.45490402368
L7,L249,8.06308075597
L18,L249,7.92602388623
L26,L249,9.47577915944
L33,L249,7.66980667905
L36,L249,6.30562360394
L38,L249,5.44296230131
L57,L249,4.71186879388
L62,L249,3.79901060611
L63,L249,3.1922534944
L70,L249,2.45893493604
L75,L249,2.078373908
L76,L249,1.49213445708
L77,L249,1.53567560568
L78,L249,2.1636730032
L79,L249,2.21605539596
L80,L249,3.21188076067
L81,L249,10.1945206152
L82,L249,5.8479449435
L91,L249,5.57241924054
L93,L249,6.11862202929
L99,L249,8.70046651299
L102,L249,8.14315080156
L103,L249,7.29329847976
L106,L249,6.47392883765
L113,L249,10.4145164414
L116,L249,5.83960839878
L122,L249,5.39292351103
L128,L249,4.98302139485
L134,L249,4.59952702019
L135,L249,4.31962175276
L138,L249,4.52089627591
L139,L249,4.41520250789
L141,L249,4.31663684703
L145,L249,4.05844394774
L146,L249,3.6694727528
L147,L249,3.41026655638
L150,L249,3.14828427671
L151,L249,2.15682588848
L153,L249,2.53563155064
L154,L249,5.30121246291
L155,L249,4.62734511211
L156,L249,1.54285208189
L157,L249,1.72901744106
L159,L249,2.51716248075
L162,L249,3.88800033581
L168,L249,2.30625614861
L171,L249,0.723693962788
L173,L249,1.02834559155
L178,L249,1.4317587292
L179,L249,1.86594976835
L185,L249,0.770405056262
L186,L249,0.63684055215
L191,L249,1.35595219658
L203,L249,3.57565724441
L206,L249,3.96963260921
L213,L249,4.28889671403
L222,L249,4.66907815053
L227,L249,5.07053707506
L229,L249,7.08410956557
L231,L249,3.13804687797
L246,L249,2.56194673553
L247,L249,0.424864465011
L249,L249,0
L252,L249,0.835069222568
L262,L249,0.981770663744
L271,L249,1.30448565931
L273,L249,1.57005152104
L274,L249,2.40711349275
L292,L249,2.76965448058
L299,L249,3.10630358014
L309,L249,3.54058701795
L310,L249,3.82130004814
L313,L249,5.12766383397
L315,L249,5.55001029274
L321,L249,5.90143534067
L323,L249,6.32629037424
L328,L249,6.05258380092
L333,L249,5.51671638217
L334,L249,4.74801239149
L336,L249,4.68058332096
L338,L249,4.63530227244
L349,L249,4.42238848268
L355,L249,3.32752994165
L361,L249,2.97492195687
L365,L249,8.12218085157
L370,L249,1.15723876161
L371,L249,7.1622570742
L375,L249,4.61267303437
L382,L249,4.97372452497
L385,L249,7.71491624439
L387,L249,6.7647718592
L392,L249,2.75141452154
L393,L249,2.99495315027
L402,L249,3.80572840433
L408,L249,1.79379978177
L411,L249,1.45048564525
L412,L249,0.912006760893
L418,L249,0.485548657483
L423,L249,0.361229007506
L430,L249,1.50466470557
L431,L249,1.9359146689
L437,L249,2.33107058394
L444,L249,2.61872889952
L445,L249,3.0996477284
L469,L249,4.09366350796
L483,L249,2.65213779098
L493,L249,2.51922087722
L495,L249,2.69869864656
L496,L249,2.92751057075
L511,L249,3.17809212409
L527,L249,7.71642119372
L529,L249,7.35726927941
L530,L249,6.86450827372
L540,L249,6.53463050795
L543,L249,3.14832019207
L554,L249,3.29478795331
L556,L249,2.83981190444
L560,L249,4.48891863308
L0,L249,5.14561327949
L7,L252,7.76776029109
L18,L252,7.57354727568
L26,L252,8.64132506794
L33,L252,6.83764457142
L36,L252,5.47836672644
L38,L252,4.62232591394
L57,L252,3.9016426256
L62,L252,3.00704893022
L63,L252,2.42407012595
L70,L252,1.78153910348
L75,L252,1.51506831681
L76,L252,1.38027748684
L77,L252,1.78785424527
L78,L252,2.55145525776
L79,L252,2.85154999698
L80,L252,4.00286800468
L81,L252,9.54936253501
L82,L252,5.19403262548
L91,L252,4.94660984446
L93,L252,5.44129049119
L99,L252,8.18236032827
L102,L252,7.62400644338
L103,L252,6.76100289265
L106,L252,5.93006147465
L113,L252,9.57963040584
L116,L252,5.61379268074
L122,L252,5.13938949217
L128,L252,4.72289376986
L134,L252,4.33438011473
L135,L252,3.97584359405
L138,L252,4.31365367206
L139,L252,4.30933952379
L141,L252,4.3130162689
L145,L252,4.12428753498
L146,L252,3.8324528531
L147,L252,3.65567765779
L150,L252,3.47700908502
L151,L252,1.86719258367
L153,L252,3.26476557692
L154,L252,6.1289958666
L155,L252,5.44963077509
L156,L252,1.78666239851
L157,L252,1.67589889262
L159,L252,3.31752197507
L162,L252,4.69928949667
L168,L252,3.09447747825
L171,L252,1.51883919128
L173,L252,1.86298562043
L178,L252,2.24659862782
L179,L252,2.6768874063
L185,L252,1.13210026337
L186,L252,1.29404506952
L191,L252,1.23229792736
L203,L252,2.7856202145
L206,L252,3.16033778342
L213,L252,3.46455035765
L222,L252,3.83692938478
L227,L252,4.23577464161
L229,L252,6.2707699236
L231,L252,3.94203175709
L246,L252,3.37332402174
L247,L252,1.2597904189
L249,L252,0.835069222568
L252,L252,0
L262,L252,0.222005107756
L271,L252,0.565558645566
L273,L252,0.787580573868
L274,L252,1.58786900952
L292,L252,1.94664333771
L299,L252,2.27928792025
L309,L252,2.70661383967
L310,L252,2.98623209089
L313,L252,4.29581094249
L315,L252,4.71763602123
L321,L252,5.06837559518
L323,L252,5.49302399291
L328,L252,5.5049738322
L333,L252,4.97793896379
L334,L252,4.22424007897
L336,L252,4.11846839485
L338,L252,4.00285331085
L349,L252,3.72380486479
L355,L252,4.03474959054
L361,L252,2.55054236577
L365,L252,7.38527879848
L370,L252,0.420366596161
L371,L252,6.33383551484
L375,L252,5.44185446324
L382,L252,5.78703192994
L385,L252,6.89291106048
L387,L252,5.93257595645
L392,L252,3.56972149171
L393,L252,3.82281120254
L402,L252,4.64056708946
L408,L252,2.5248890303
L411,L252,2.17669483204
L412,L252,1.62012555467
L418,L252,1.13165543401
L423,L252,0.614780178712
L430,L252,0.669797590245
L431,L252,1.10085067064
L437,L252,1.49615261503
L444,L252,1.78416499599
L445,L252,2.26519497358
L469,L252,3.26004437552
L483,L252,2.49195940632
L493,L252,2.23151296445
L495,L252,2.30637336696
L496,L252,2.44372961186
L511,L252,2.63668778938
L527,L252,7.12150888301
L529,L252,6.7535898847
L530,L252,6.25664452354
L540,L252,5.92338790704
L543,L252,3.73314006161
L554,L252,3.94772223003
L556,L252,3.30014393866
L560,L252,4.06305949907
L0,L252,4.61322250049
L7,L262,7.55694757837
L18,L262,7.35807779519
L26,L262,8.505914167
L33,L262,6.6942918727
L36,L262,5.32572445689
L38,L262,4.46129096874
L57,L262,3.7309829359
L62,L262,2.82404887189
L63,L262,2.22938619511
L70,L262,1.5642757286
L75,L262,1.29377553127
L76,L262,1.23411459641
L77,L262,1.71264806274
L78,L262,2.49263936072
L79,L262,2.86487690594
L80,L262,4.08123123746
L81,L262,9.33331863144
L82,L262,4.97787131295
L91,L262,4.72783377059
L93,L262,5.22806607268
L99,L262,7.9603569274
L102,L262,7.40200214885
L103,L262,6.53903681427
L106,L262,5.7081670426
L113,L262,9.44731411152
L116,L262,5.41213605281
L122,L262,4.93513771249
L128,L262,4.51854346299
L134,L262,4.13017629218
L135,L262,3.76402147202
L138,L262,4.11674020871
L139,L262,4.12730683064
L141,L262,4.14848467275
L145,L262,3.97387767307
L146,L262,3.70413212098
L147,L262,3.54759674874
L150,L262,3.3911343414
L151,L262,2.03150115782
L153,L262,3.31240153848
L154,L262,6.23907157026
L155,L262,5.55267410442
L156,L262,2.0077622975
L157,L262,1.87910300946
L159,L262,3.40512372332
L162,L262,4.79187965452
L168,L262,3.1748695812
L171,L262,1.69024501441
L173,L262,2.00511650941
L178,L262,2.35180738
L179,L262,2.77592263418
L185,L262,1.35053431679
L186,L262,1.49109493527
L191,L262,1.4361393935
L203,L262,2.73903032728
L206,L262,3.09206709017
L213,L262,3.37445488856
L222,L262,3.72889023746
L227,L262,4.11519129155
L229,L262,6.1028714716
L231,L262,4.11413286726
L246,L262,3.54081856573
L247,L262,1.40319445143
L249,L262,0.981770663744
L252,L262,0.222005107756
L262,L262,0
L271,L262,0.349702926682
L273,L262,0.593537032331
L274,L262,1.42592048541
L292,L262,1.789219349
L299,L262,2.12759535939
L309,L262,2.57197760159
L310,L262,2.86144598937
L313,L262,4.18794842729
L315,L262,4.60765851628
L321,L262,4.95573259498
L323,L262,5.37925819867
L328,L262,5.28309658982
L333,L262,4.75595283016
L334,L262,4.00229606344
L336,L262,3.89664901447
L338,L262,3.78413965787
L349,L262,3.51275876225
L355,L262,4.06797087502
L361,L262,2.67286588767
L365,L262,7.3641511699
L370,L262,0.516556236643
L371,L262,6.23209399347
L375,L262,5.59321142092
L382,L262,5.95387720066
L385,L262,6.80161732355
L387,L262,5.82205642205
L392,L262,3.67176096716
L393,L262,3.93590383329
L402,L262,4.77772614267
L408,L262,2.58000195961
L411,L262,2.23443834555
L412,L262,1.68346951192
L418,L262,1.20144301747
L423,L262,0.698433779635
L430,L262,0.561972258015
L431,L262,0.986363358816
L437,L262,1.37326244019
L444,L262,1.65581800232
L445,L262,2.13425924867
L469,L262,3.12305672307
L483,L262,2.31153633236
L493,L262,2.03341764018
L495,L262,2.09467410011
L496,L262,2.22416226229
L511,L262,2.41483797464
L527,L262,6.90133695174
L529,L262,6.53383593181
L530,L262,6.03703972285
L540,L262,5.70391476019
L543,L262,3.72074242894
L554,L262,3.95880747031
L556,L262,3.25208608485
L560,L262,3.8447283872
L0,L262,4.39121817356
L7,L271,7.27617209937
L18,L271,7.06195720074
L26,L271,8.22461674714
L33,L271,6.404677434
L36,L271,5.02644031745
L38,L271,4.15337175732
L57,L271,3.41334032967
L62,L271,2.49483196108
L63,L271,1.88997202518
L70,L271,1.21601628434
L75,L271,0.979047418012
L76,L271,1.16108396589
L77,L271,1.75347223125
L78,L271,2.54315568757
L79,L271,3.01831443362
L80,L271,4.31165942454
L81,L271,8.98441363136
L82,L271,4.62899446233
L91,L271,4.38115030568
L93,L271,4.87839594745
L99,L271,7.62668286021
L102,L271,7.0685145009
L103,L271,6.20393124237
L106,L271,5.37185307618
L113,L271,9.16928538054
L116,L271,5.15959595749
L122,L271,4.67613035834
L128,L271,4.25999486346
L134,L271,3.87287985362
L135,L271,3.48402911231
L138,L271,3.87952229723
L139,L271,3.92707484418
L141,L271,3.98766255882
L145,L271,3.84366232986
L146,L271,3.61941640463
L147,L271,3.50190854237
L150,L271,3.38613274641
L151,L271,2.23951216175
L153,L271,3.50798581823
L154,L271,6.50267251189
L155,L271,5.80905162592
L156,L271,2.33539516924
L157,L271,2.16005485505
L159,L271,3.64935968771
L162,L271,5.03739672149
L168,L271,3.41180519543
L171,L271,2.02284671938
L173,L271,2.31338843188
L178,L271,2.6219982214
L179,L271,3.03652758672
L185,L271,1.69763255586
L186,L271,1.83794773865
L191,L271,1.72274002414
L203,L271,2.59835785017
L206,L271,2.91517256916
L213,L271,3.1635803646
L222,L271,3.49083137115
L227,L271,3.85864208432
L229,L271,5.78588283056
L231,L271,4.44252428826
L246,L271,3.86607602499
L247,L271,1.71757098668
L249,L271,1.30448565931
L252,L271,0.565558645566
L262,L271,0.349702926682
L271,L271,0
L273,L271,0.277233357321
L274,L271,1.13232201711
L292,L271,1.49672939588
L299,L271,1.83957538016
L309,L271,2.30375711112
L310,L271,2.60482608152
L313,L271,3.94837057442
L315,L271,4.36392771079
L321,L271,4.70755352838
L323,L271,5.1287068198
L328,L271,4.94660843925
L333,L271,4.42175754602
L334,L271,3.67264340211
L336,L271,3.55975800432
L338,L271,3.43738915729
L349,L271,3.16316680863
L355,L271,4.24037408575
L361,L271,2.80176018385
L365,L271,7.2411999906
L370,L271,0.716728471286
L371,L271,5.99612271605
L375,L271,5.90173265111
L382,L271,6.27657383203
L385,L271,6.57895028591
L387,L271,5.57502276214
L392,L271,3.93151778359
L393,L271,4.2071629544
L402,L271,5.07292632113
L408,L271,2.79082775989
L411,L271,2.45229012421
L412,L271,1.91653436673
L418,L271,1.45382580531
L423,L271,0.98686425965
L430,L271,0.450059081824
L431,L271,0.790805622965
L437,L271,1.14219608384
L444,L271,1.40831869365
L445,L271,1.87530541276
L469,L271,2.84844943229
L483,L271,2.1274596441
L493,L271,1.80550631829
L495,L271,1.82206892033
L496,L271,1.91653274338
L511,L271,2.08846112661
L527,L271,6.55698117026
L529,L271,6.18863818774
L530,L271,5.6915824097
L540,L271,5.35823892565
L543,L271,3.83057196735
L554,L271,4.10116305905
L556,L271,3.31092800125
L560,L271,3.53975411797
L0,L271,4.05889932781
L7,L273,7.21053195655
L18,L273,6.97532834492
L26,L273,7.94740297822
L33,L273,6.12781012552
L36,L273,4.75064257707
L38,L273,3.87933714743
L57,L273,3.14259555787
L62,L273,2.23089343654
L63,L273,1.63766708065
L70,L273,1.03366332144
L75,L273,0.911356463969
L76,L273,1.33644603126
L77,L273,1.97461387867
L78,L273,2.7614627828
L79,L273,3.27509798947
L80,L273,4.5855595062
L81,L273,8.7796268972
L82,L273,4.42659020237
L91,L273,4.19209625185
L93,L273,4.66509206916
L99,L273,7.47371669738
L102,L273,6.91638074101
L103,L273,6.04879250813
L106,L273,5.21471536612
L113,L273,8.89205317609
L116,L273,5.13285323261
L122,L273,4.64310686761
L128,L273,4.22898354662
L134,L273,3.84502231191
L135,L273,3.42912001881
L138,L273,3.87487318367
L139,L273,3.96074163083
L141,L273,4.057475013
L145,L273,3.93984641117
L146,L273,3.75127773586
L147,L273,3.6609014083
L150,L273,3.57056764667
L151,L273,2.26786191152
L153,L273,3.77555365603
L154,L273,6.77970594587
L155,L273,6.08569441571
L156,L273,2.49820622113
L157,L273,2.26325342675
L159,L273,3.92524385353
L162,L273,5.313124154
L168,L273,3.68695178587
L171,L273,2.28314243996
L173,L273,2.58540172205
L178,L273,2.89919933898
L179,L273,3.31364428469
L185,L273,1.9065885677
L186,L273,2.07994394195
L191,L273,1.83907088802
L203,L273,2.3676157972
L206,L273,2.66581994228
L213,L273,2.90047931876
L222,L273,3.21946177149
L227,L273,3.58345391308
L229,L273,5.5151508222
L231,L273,4.70622460119
L246,L273,4.13164609022
L247,L273,1.98713924604
L249,L273,1.57005152104
L252,L273,0.787580573868
L262,L273,0.593537032331
L271,L273,0.277233357321
L273,L273,0
L274,L273,0.855097424286
L292,L273,1.21955759872
L299,L273,1.56234668559
L309,L273,2.02762595194
L310,L273,2.33025156879
L313,L273,3.67635943588
L315,L273,4.0908416841
L321,L273,4.43350561968
L323,L273,4.85414768444
L328,L273,4.78963673636
L333,L273,4.27133304602
L334,L273,3.53451273874
L336,L273,3.40473626961
L338,L273,3.24966330273
L349,L273,2.94435960043
L355,L273,4.50101975257
L361,L273,2.75343834857
L365,L273,7.00996447709
L370,L273,0.810420483127
L371,L273,5.72417785103
L375,L273,6.17448032545
L382,L273,6.5437757832
L385,L273,6.31004213565
L387,L273,5.30097709025
L392,L273,4.20851269353
L393,L273,4.48439419825
L402,L273,5.34847435354
L408,L273,3.06239133794
L411,L273,2.7254601809
L412,L273,2.19228479383
L418,L273,1.73102615766
L423,L273,1.26103024206
L430,L273,0.363400908156
L431,L273,0.561744296281
L437,L273,0.880996890149
L444,L273,1.13852949027
L445,L273,1.60113075793
L469,L273,2.57151961892
L483,L273,2.19265718201
L493,L273,1.8326369276
L495,L273,1.79454201074
L496,L273,1.83375321226
L511,L273,1.96698679638
L527,L273,6.37529059827
L529,L273,6.00408076532
L530,L273,5.50639891782
L540,L273,5.17247476496
L543,L273,4.06986842196
L554,L273,4.35225254442
L556,L273,3.52931413935
L560,L273,3.4477600395
L0,L273,3.91368749782
L7,L274,7.06519998802
L18,L274,6.76524674694
L26,L274,7.09230970312
L33,L274,5.27364806642
L36,L274,3.90030242455
L38,L274,3.03624332932
L57,L274,2.31486471349
L62,L274,1.44458515494
L63,L274,0.94534124274
L70,L274,0.870786567633
L75,L274,1.17896256374
L76,L274,2.02240252409
L77,L274,2.71892952495
L78,L274,3.48425939873
L79,L274,4.08170063874
L80,L274,5.4314862203
L81,L274,8.16923170082
L82,L274,3.85505255795
L91,L274,3.67340108163
L93,L274,4.05032373247
L99,L274,7.04286655475
L102,L274,6.49238792005
L103,L274,5.62262437918
L106,L274,4.79191528102
L113,L274,8.03702476598
L116,L274,5.13666819898
L122,L274,4.63736181404
L128,L274,4.23964974652
L134,L274,3.87676078144
L135,L274,3.39166028408
L138,L274,3.97631347809
L139,L274,4.17295403697
L141,L274,4.3706686766
L145,L274,4.32927091001
L146,L274,4.24113929559
L147,L274,4.22339178505
L150,L274,4.19927189141
L151,L274,2.55745442652
L153,L274,4.60639641375
L154,L274,7.63398799379
L155,L274,6.93879851912
L156,L274,3.10918701668
L157,L274,2.74417955544
L159,L274,4.77652378023
L162,L274,6.16371343161
L168,L274,4.53643537519
L171,L274,3.10636358531
L173,L274,3.43071902266
L178,L274,3.75428730233
L179,L274,4.16827844962
L185,L274,2.63526769382
L186,L274,2.86941951932
L191,L274,2.37773128054
L203,L274,1.74963360957
L206,L274,1.94980174112
L213,L274,2.11545213375
L222,L274,2.39323078195
L227,L274,2.73860062843
L229,L274,4.68290802339
L231,L274,5.52989643315
L246,L274,4.9605984566
L247,L274,2.82911424185
L249,L274,2.40711349275
L252,L274,1.58786900952
L262,L274,1.42592048541
L271,L274,1.13232201711
L273,L274,0.855097424285
L274,L274,0
L292,L274,0.36474839178
L299,L274,0.707256969988
L309,L274,1.18052868704
L310,L274,1.49141448119
L313,L274,2.84579943431
L315,L274,3.25475383617
L321,L274,3.59286254781
L323,L274,4.01100916362
L328,L274,4.37405599814
L333,L274,3.88873639512
L334,L274,3.21584964919
L336,L274,3.03074394572
L338,L274,2.76012793218
L349,L274,2.34231900895
L355,L274,5.31331758257
L361,L274,2.78648168331
L365,L274,6.32499229422
L370,L274,1.44131381837
L371,L274,4.89099872521
L375,L274,7.01913142119
L382,L274,7.37438209663
L385,L274,5.48812058052
L387,L274,4.45967977638
L392,L274,5.06274866889
L393,L274,5.33948127479
L402,L274,6.20001327942
L408,L274,3.90381693545
L411,L274,3.57097775239
L412,L274,3.04393553549
L418,L274,2.58596833262
L423,L274,2.11230953282
L430,L274,0.942638962445
L431,L274,0.57799380597
L437,L274,0.346054548422
L444,L274,0.387059487855
L445,L274,0.772080624568
L469,L274,1.71860535579
L483,L274,2.57136543274
L493,L274,2.14545731813
L495,L274,1.96303286427
L496,L274,1.82906119563
L511,L274,1.81367393549
L527,L274,5.85569377735
L529,L274,5.47774289685
L530,L274,4.98274049915
L540,L274,4.6505982973
L543,L274,4.83030343124
L554,L274,5.1409020725
L556,L274,4.2424851737
L560,L274,3.2895533409
L0,L274,3.5582844763
L7,L292,7.01673180285
L18,L292,6.68977329968
L26,L292,6.72793660119
L33,L292,4.90890137198
L36,L292,3.5365121654
L38,L292,2.67568441113
L57,L292,1.96342651938
L62,L292,1.12947096193
L63,L292,0.742659006824
L70,L292,1.02067026611
L75,L292,1.42881551344
L76,L292,2.34154071051
L77,L292,3.04734671428
L78,L292,3.8014328684
L79,L292,4.42619646129
L80,L292,5.7905813001
L81,L292,7.90997582125
L82,L292,3.63086783395
L91,L292,3.47743230586
L93,L292,3.80295044703
L99,L292,6.86767471128
L102,L292,6.32235382218
L103,L292,5.4556831411
L106,L292,4.63188467029
L113,L292,7.67298343643
L116,L292,5.16424851417
L122,L292,4.6655126756
L128,L292,4.27923433147
L134,L292,3.93007748396
L135,L292,3.42374606349
L138,L292,4.05719478015
L139,L292,4.29626740405
L141,L292,4.53177065183
L145,L292,4.52022705476
L146,L292,4.47071026204
L147,L292,4.47984408336
L150,L292,4.47986641552
L151,L292,2.76729237044
L153,L292,4.95949286872
L154,L292,7.99736961279
L155,L292,7.30139728139
L156,L292,3.4115242022
L157,L292,3.01194564017
L159,L292,5.13827193101
L162,L292,6.52495393388
L168,L292,4.89735124528
L171,L292,3.46545789047
L173,L292,3.79431075633
L178,L292,4.11872336962
L179,L292,4.53203726199
L185,L292,2.97317298925
L186,L292,3.22109169855
L191,L292,2.6686164042
L203,L292,1.57158865499
L206,L292,1.69738356947
L213,L292,1.8099470206
L222,L292,2.054507413
L227,L292,2.38442638234
L229,L292,4.32638215101
L231,L292,5.88762406874
L246,L292,5.31995642657
L247,L292,3.19227279467
L249,L292,2.76965448058
L252,L292,1.94664333771
L262,L292,1.789219349
L271,L292,1.49672939588
L273,L292,1.21955759872
L274,L292,0.364748391781
L292,L292,0
L299,L292,0.343596363478
L309,L292,0.829231059554
L310,L292,1.14696124243
L313,L292,2.50234018671
L315,L292,2.90649520524
L321,L292,3.24093663762
L323,L292,3.65698017561
L328,L292,4.22093520249
L333,L292,3.75645962903
L334,L292,3.12444680842
L336,L292,2.91636710362
L338,L292,2.59324696815
L349,L292,2.12386125322
L355,L292,5.65860439388
L361,L292,2.89512582097
L365,L292,6.05773943287
L370,L292,1.7752748932
L371,L292,4.54304875915
L375,L292,7.38217529821
L382,L292,7.7336221772
L385,L292,5.14669899975
L387,L292,4.10666167816
L392,L292,5.42616809063
L393,L292,5.70376829583
L402,L292,6.56452253791
L408,L292,4.26151656651
L411,L292,3.93048000783
L412,L292,3.40619543675
L418,L292,2.95008102141
L423,L292,2.4769568516
L430,L292,1.29153266867
L431,L292,0.894201631471
L437,L292,0.544561909492
L444,L292,0.34112807371
L445,L292,0.460185204191
L469,L292,1.35805945147
L483,L292,2.78432663681
L493,L292,2.34844525748
L495,L292,2.12267150326
L496,L292,1.9290067415
L511,L292,1.85048894639
L527,L292,5.6443046107
L529,L292,5.26489366367
L530,L292,4.77377005175
L540,L292,4.44456839532
L543,L292,5.15654565819
L554,L292,5.47723805789
L556,L292,4.55313776863
L560,L292,3.2707636417
L0,L292,3.44348876228
L7,L299,7.02628797829
L18,L299,6.67423096228
L26,L299,6.38508899861
L33,L299,4.56770524457
L36,L299,3.19954684263
L38,L299,2.34659863272
L57,L299,1.65329614182
L62,L299,0.89873787791
L63,L299,0.725229027863
L70,L299,1.27048963745
L75,L299,1.7221127587
L76,L299,2.66634175816
L77,L299,3.37596117585
L78,L299,4.12232932273
L79,L299,4.76277721444
L80,L299,6.13359831471
L81,L299,7.70308814138
L82,L299,3.47547253686
L91,L299,3.35443514176
L93,L299,3.6201499744
