from,to,time
L560,L231,41.2267283535
L0,L231,45.1706148333
L7,L246,54.4259831011
L18,L246,54.327261592
L26,L246,64.9036597136
L33,L246,55.9748068876
L36,L246,49.2393169109
L38,L246,44.9781151228
L57,L246,41.3575939733
L62,L246,36.8043124726
L63,L246,33.7518411423
L70,L246,29.9202880556
L75,L246,27.7555928079
L76,L246,23.5004197286
L77,L246,21.3073633564
L78,L246,21.4019317709
L79,L246,17.5271974995
L80,L246,14.5965998198
L81,L246,68.0215315268
L82,L246,46.5034254151
L91,L246,44.9806237508
L93,L246,47.9731431992
L99,L246,59.6214279483
L102,L246,56.8831973718
L103,L246,52.8063145926
L106,L246,48.8695013059
L113,L246,69.5500839931
L116,L246,43.0799049861
L122,L246,41.2432975768
L128,L246,39.3853324054
L134,L246,37.6475302069
L135,L246,36.9881841491
L138,L246,36.7758583411
L139,L246,35.3439733105
L141,L246,33.8604012308
L145,L246,31.991486608
L146,L246,29.2684954581
L147,L246,27.2443883865
L150,L246,25.1876831005
L151,L246,23.8086950439
L153,L246,15.6157886033
L154,L246,20.676306995
L155,L246,18.0220893259
L156,L246,17.7121293401
L157,L246,20.6980852056
L159,L246,12.6059459138
L162,L246,15.6935676681
L168,L246,13.0552288829
L171,L246,14.2725035739
L173,L246,12.893857002
L178,L246,12.6918148409
L179,L246,12.0118274595
L185,L246,17.3628727657
L186,L246,15.6474471911
L191,L246,20.5907372401
L203,L246,34.5080019072
L206,L246,36.7044443674
L213,L246,38.5542571696
L222,L246,40.6487012868
L227,L246,42.7818073877
L229,L246,53.2134523015
L231,L246,7.91812270659
L246,L246,0
L247,L246,15.7598363783
L249,L246,17.8097336777
L252,L246,21.8666201087
L262,L246,22.7040928286
L271,L246,24.3303801249
L273,L246,25.6582304511
L274,L246,29.802992283
L292,L246,31.5997821329
L299,L246,33.2561533611
L309,L246,35.3165248549
L310,L246,36.6306749165
L313,L246,42.911635762
L315,L246,45.0286963781
L321,L246,46.8055488581
L323,L246,48.9286519686
L328,L246,46.8309922381
L333,L246,44.149646434
L334,L246,40.3122886658
L336,L246,40.2269120297
L338,L246,40.4057160851
L349,L246,39.6662384022
L355,L246,18.2504176698
L361,L246,27.9828148894
L365,L246,55.8122272364
L370,L246,22.9980178684
L371,L246,52.8949673056
L375,L246,15.5539865172
L382,L246,17.0689184396
L385,L246,55.4517344174
L387,L246,51.0591743007
L392,L246,11.6832229062
L393,L246,11.2095185133
L402,L246,12.3264871074
L408,L246,14.924626829
L411,L246,15.1971805675
L412,L246,16.2252215856
L418,L246,17.6320479796
L423,L246,19.4542442523
L430,L246,25.1731270517
L431,L246,27.2856702654
L437,L246,29.2600083785
L444,L246,30.707758191
L445,L246,33.1031546158
L469,L246,38.0839768844
L483,L246,28.2117718419
L493,L246,28.4820593009
L495,L246,29.8653446847
L496,L246,31.3967858058
L511,L246,32.8674613847
L527,L246,55.3628254517
L529,L246,53.6492038517
L530,L246,51.2427214973
L540,L246,49.6361735232
L543,L246,20.8422461581
L554,L246,19.6891997801
L556,L246,22.2248529595
L560,L246,38.3972485188
L0,L246,42.2986108089
L7,L247,46.2692925654
L18,L247,45.7201606041
L26,L247,54.5031951297
L33,L247,45.4711425482
L36,L247,38.6433437119
L38,L247,34.3199826342
L57,L247,30.6485137724
L62,L247,26.058024671
L63,L247,22.9923951254
L70,L247,19.2083917178
L75,L247,17.1645670929
L76,L247,13.6050549295
L77,L247,12.9195563288
L78,L247,15.4193279129
L79,L247,14.8136511534
L80,L247,19.1248280776
L81,L247,57.7044969502
L82,L247,36.0234284742
L91,L247,34.5924765819
L93,L247,37.4213219447
L99,L247,49.9612328147
L102,L247,47.1828121665
L103,L247,42.9730345359
L106,L247,38.9133687878
L113,L247,59.196762185
L116,L247,35.0417956617
L122,L247,32.8891541461
L128,L247,30.8718153549
L134,L247,28.9841826348
L135,L247,27.7740903075
L138,L247,28.4627991119
L139,L247,27.7021671754
L141,L247,26.9663095404
L145,L247,25.5195437586
L146,L247,23.3558468847
L147,L247,21.8627658038
L150,L247,20.3469726857
L151,L247,16.9683560116
L153,L247,16.0134030985
L154,L247,29.4166259513
L155,L247,26.069823916
L156,L247,12.8436929391
L157,L247,14.4498088614
L159,L247,15.6287928868
L162,L247,22.4186485556
L168,L247,14.6346566671
L171,L247,6.89392293611
L173,L247,8.01763509136
L178,L247,10.1756751499
L179,L247,12.3450138765
L185,L247,9.35270188169
L186,L247,7.64966219332
L191,L247,12.9114575568
L203,L247,24.9050224767
L206,L247,26.9110291036
L213,L247,28.5389468496
L222,L247,30.4584249258
L227,L247,32.4738604475
L229,L247,42.5114049564
L231,L247,18.6584025508
L246,L247,15.7598363783
L247,L247,0
L249,L247,7.12432232505
L252,L247,11.2989520945
L262,L247,12.0159722572
L271,L247,13.5878549334
L273,L247,14.9356962302
L274,L247,19.1455712093
L292,L247,20.9613639734
L299,L247,22.6487658508
L309,L247,24.8270996949
L310,L247,26.2299415139
L313,L247,32.7502947562
L315,L247,34.8633012692
L321,L247,36.6223361026
L323,L247,38.747146013
L328,L247,36.8218679201
L333,L247,34.1345567446
L334,L247,30.2798162776
L336,L247,30.02295505
L338,L247,29.9376022811
L349,L247,29.0034773518
L355,L247,20.0104582805
L361,L247,21.2126186337
L365,L247,47.4903873359
L370,L247,12.8373122584
L371,L247,42.9129038743
L375,L247,25.9500859166
L382,L247,27.7978226736
L385,L247,45.6590637649
L387,L247,40.9361877805
L392,L247,16.7174547309
L393,L247,17.8906335114
L402,L247,21.9043620426
L408,L247,12.3739655978
L411,L247,10.7514291481
L412,L247,8.43600900956
L418,L247,7.50710475738
L423,L247,8.69556373356
L430,L247,14.647400204
L431,L247,16.80315141
L437,L247,18.7794261393
L444,L247,20.2179575487
L445,L247,22.6225601285
L469,L247,27.5922278969
L483,L247,19.191075843
L493,L247,18.8167860237
L495,L247,19.8960249717
L496,L247,21.1906073827
L511,L247,22.5325770063
L527,L247,45.2206360286
L529,L247,43.4474316187
L530,L247,40.9979648044
L540,L247,39.3597084121
L543,L247,19.5487297329
L554,L247,20.0389469062
L556,L247,18.445387768
L560,L247,28.7890267325
L0,L247,32.2745201184
L7,L249,45.3154037799
L18,L249,44.6301194312
L26,L249,52.3788957972
L33,L249,43.3490333952
L36,L249,36.5281180197
L38,L249,32.2148115066
L57,L249,28.5593439694
L62,L249,23.9950530305
L63,L249,20.961267472
L70,L249,17.2946746802
L75,L249,15.39186954
L76,L249,12.4606722854
L77,L249,12.6783780284
L78,L249,15.818365016
L79,L249,16.0802769798
L80,L249,21.0594038033
L81,L249,55.9726030759
L82,L249,34.2397247175
L91,L249,32.8620962027
L93,L249,35.5931101464
L99,L249,48.5023325649
L102,L249,45.7157540078
L103,L249,41.4664923988
L106,L249,37.3696441883
L113,L249,57.072582207
L116,L249,34.1980419939
L122,L249,31.9646175552
L128,L249,29.9151069743
L134,L249,27.9976351009
L135,L249,26.5981087638
L138,L249,27.6044813795
L139,L249,27.0760125394
L141,L249,26.5831842351
L145,L249,25.2922197387
L146,L249,23.347363764
L147,L249,22.0513327819
L150,L249,20.7414213836
L151,L249,15.7841294424
L153,L249,17.6781577532
L154,L249,31.5060623145
L155,L249,28.1367255606
L156,L249,12.7142604095
L157,L249,13.6450872053
L159,L249,17.5858124038
L162,L249,24.440001679
L168,L249,16.531280743
L171,L249,8.61846981394
L173,L249,10.1417279578
L178,L249,12.158793646
L179,L249,14.3297488418
L185,L249,8.85202528131
L186,L249,8.18420276075
L191,L249,11.7797609829
L203,L249,22.8782862221
L206,L249,24.848163046
L213,L249,26.4444835702
L222,L249,28.3453907527
L227,L249,30.3526853753
L229,L249,40.4205478279
L231,L249,20.6902343898
L246,L249,17.8097336777
L247,L249,7.12432232505
L249,L249,0
L252,L249,9.17534611284
L262,L249,9.90885331872
L271,L249,11.5224282965
L273,L249,12.8502576052
L274,L249,17.0355674637
L292,L249,18.8482724029
L299,L249,20.5315179007
L309,L249,22.7029350897
L310,L249,24.1065002407
L313,L249,30.6383191698
L315,L249,32.7500514637
L321,L249,34.5071767034
L323,L249,36.6314518712
L328,L249,35.2629190046
L333,L249,32.5835819108
L334,L249,28.7400619575
L336,L249,28.4029166048
L338,L249,28.1765113622
L349,L249,27.1119424134
L355,L249,21.6376497083
L361,L249,19.8746097844
L365,L249,45.6109042579
L370,L249,10.7861938081
L371,L249,40.811285371
L375,L249,28.0633651718
L382,L249,29.8686226249
L385,L249,43.574581222
L387,L249,38.823859296
L392,L249,18.7570726077
L393,L249,19.9747657513
L402,L249,24.0286420217
L408,L249,13.9689989089
L411,L249,12.2524282262
L412,L249,9.56003380446
L418,L249,7.42774328741
L423,L249,6.80614503753
L430,L249,12.5233235278
L431,L249,14.6795733445
L437,L249,16.6553529197
L444,L249,18.0936444976
L445,L249,20.498238642
L469,L249,25.4683175398
L483,L249,18.2606889549
L493,L249,17.5961043861
L495,L249,18.4934932328
L496,L249,19.6375528537
L511,L249,20.8904606205
L527,L249,43.5821059686
L529,L249,41.7863463971
L530,L249,39.3225413686
L540,L249,37.6731525397
L543,L249,20.7416009604
L554,L249,21.4739397665
L556,L249,19.1990595222
L560,L249,27.4445931654
L0,L249,30.7280663975
L7,L252,43.8388014555
L18,L252,42.8677363784
L26,L252,48.2066253397
L33,L252,39.1882228571
L36,L252,32.3918336322
L38,L252,28.1116295697
L57,L252,24.508213128
L62,L252,20.0352446511
L63,L252,17.1203506297
L70,L252,13.9076955174
L75,L252,12.575341584
L76,L252,11.9013874342
L77,L252,13.9392712263
L78,L252,17.7572762888
L79,L252,19.2577499849
L80,L252,25.0143400234
L81,L252,52.746812675
L82,L252,30.9701631274
L91,L252,29.7330492223
L93,L252,32.206452456
L99,L252,45.9118016413
L102,L252,43.1200322169
L103,L252,38.8050144633
L106,L252,34.6503073732
L113,L252,52.8981520292
L116,L252,33.0689634037
L122,L252,30.6969474609
L128,L252,28.6144688493
L134,L252,26.6719005736
L135,L252,24.8792179703
L138,L252,26.5682683603
L139,L252,26.5466976189
L141,L252,26.5650813445
L145,L252,25.6214376749
L146,L252,24.1622642655
L147,L252,23.278388289
L150,L252,22.3850454251
L151,L252,14.3359629183
L153,L252,21.3238278846
L154,L252,35.644979333
L155,L252,32.2481538754
L156,L252,13.9333119925
L157,L252,13.3794944631
L159,L252,21.5876098754
L162,L252,28.4964474834
L168,L252,20.4723873913
L171,L252,12.5941959564
L173,L252,14.3149281022
L178,L252,16.2329931391
L179,L252,18.3844370315
L185,L252,10.6605013168
L186,L252,11.4702253476
L191,L252,11.1614896368
L203,L252,18.9281010725
L206,L252,20.8016889171
L213,L252,22.3227517883
L222,L252,24.1846469239
L227,L252,26.178873208
L229,L252,36.353849618
L231,L252,24.7101587855
L246,L252,21.8666201087
L247,L252,11.2989520945
L249,L252,9.17534611284
L252,L252,0
L262,L252,6.11002553878
L271,L252,7.82779322783
L273,L252,8.93790286934
L274,L252,12.9393450476
L292,L252,14.7332166886
L299,L252,16.3964396012
L309,L252,18.5330691984
L310,L252,19.9311604545
L313,L252,26.4790547125
L315,L252,28.5881801061
L321,L252,30.3418779759
L323,L252,32.4651199646
L328,L252,32.524869161
L333,L252,29.8896948189
L334,L252,26.1212003948
L336,L252,25.5923419742
L338,L252,25.0142665543
L349,L252,23.6190243239
L355,L252,25.1737479527
L361,L252,17.7527118289
L365,L252,41.9263939924
L370,L252,7.1018329808
L371,L252,36.6691775742
L375,L252,32.2092723162
L382,L252,33.9351596497
L385,L252,39.4645553024
L387,L252,34.6628797823
L392,L252,22.8486074586
L393,L252,24.1140560127
L402,L252,28.2028354473
L408,L252,17.6244451515
L411,L252,15.8834741602
L412,L252,13.1006277733
L418,L252,10.65827717
L423,L252,8.07390089356
L430,L252,8.34898795122
L431,L252,10.5042533532
L437,L252,12.4807630751
L444,L252,13.9208249799
L445,L252,16.3259748679
L469,L252,21.3002218776
L483,L252,17.4597970316
L493,L252,16.1575648223
L495,L252,16.5318668348
L496,L252,17.2186480593
L511,L252,18.1834389469
L527,L252,40.6075444151
L529,L252,38.7679494235
L530,L252,36.2832226177
L540,L252,34.6169395352
L543,L252,23.6657003081
L554,L252,24.7386111502
L556,L252,21.5007196933
L560,L252,25.3152974954
L0,L252,28.0661125024
L7,L262,42.7847378918
L18,L262,41.790388976
L26,L262,47.529570835
L33,L262,38.4714593635
L36,L262,31.6286222844
L38,L262,27.3064548437
L57,L262,23.6549146795
L62,L262,19.1202443595
L63,L262,16.1469309756
L70,L262,12.821378643
L75,L262,11.4688776564
L76,L262,11.170572982
L77,L262,13.5632403137
L78,L262,17.4631968036
L79,L262,19.3243845297
L80,L262,25.4061561873
L81,L262,51.6665931572
L82,L262,29.8893565648
L91,L262,28.6391688529
L93,L262,31.1403303634
L99,L262,44.801784637
L102,L262,42.0100107443
L103,L262,37.6951840713
L106,L262,33.540835213
L113,L262,52.2365705576
L116,L262,32.0606802641
L122,L262,29.6756885625
L128,L262,27.592717315
L134,L262,25.6508814609
L135,L262,23.8201073601
L138,L262,25.5837010436
L139,L262,25.6365341532
L141,L262,25.7424233637
L145,L262,24.8693883653
L146,L262,23.5206606049
L147,L262,22.7379837437
L150,L262,21.955671707
L151,L262,15.1575057891
L153,L262,21.5620076924
L154,L262,36.1953578513
L155,L262,32.7633705221
L156,L262,15.0388114875
L157,L262,14.3955150473
L159,L262,22.0256186166
L162,L262,28.9593982726
L168,L262,20.874347906
L171,L262,13.4512250721
L173,L262,15.0255825471
L178,L262,16.7590369
L179,L262,18.8796131709
L185,L262,11.752671584
L186,L262,12.4554746763
L191,L262,12.1806969675
L203,L262,18.6951516364
L206,L262,20.4603354508
L213,L262,21.8722744428
L222,L262,23.6444511873
L227,L262,25.5759564578
L229,L262,35.514357358
L231,L262,25.5706643363
L246,L262,22.7040928286
L247,L262,12.0159722572
L249,L262,9.90885331872
L252,L262,6.11002553878
L262,L262,0
L271,L262,6.74851463341
L273,L262,7.96768516165
L274,L262,12.1296024271
L292,L262,13.946096745
L299,L262,15.637976797
L309,L262,17.859888008
L310,L262,19.3072299468
L313,L262,25.9397421365
L315,L262,28.0382925814
L321,L262,29.7786629749
L323,L262,31.8962909934
L328,L262,31.4154829491
L333,L262,28.7797641508
L334,L262,25.0114803172
L336,L262,24.4832450724
L338,L262,23.9206982893
L349,L262,22.5637938112
L355,L262,25.3398543751
L361,L262,18.3643294383
L365,L262,41.8207558495
L370,L262,7.58278118321
L371,L262,36.1604699674
L375,L262,32.9660571046
L382,L262,34.7693860033
L385,L262,39.0080866178
L387,L262,34.1102821103
L392,L262,23.3588048358
L393,L262,24.6795191665
L402,L262,28.8886307133
L408,L262,17.9000097981
L411,L262,16.1721917278
L412,L262,13.4173475596
L418,L262,11.0072150873
L423,L262,8.49216889817
L430,L262,7.80986129007
L431,L262,9.93181679408
L437,L262,11.866312201
L444,L262,13.2790900116
L445,L262,15.6712962434
L469,L262,20.6152836154
L483,L262,16.5576816618
L493,L262,15.1670882009
L495,L262,15.4733705006
L496,L262,16.1208113115
L511,L262,17.0741898732
L527,L262,39.5066847587
L529,L262,37.6691796591
L530,L262,35.1851986143
L540,L262,33.519573801
L543,L262,23.6037121447
L554,L262,24.7940373516
L556,L262,21.2604304243
L560,L262,24.223641936
L0,L262,26.9560908678
L7,L271,41.3808604969
L18,L271,40.3097860037
L26,L271,46.1230837357
L33,L271,37.02338717
L36,L271,30.1322015873
L38,L271,25.7668587866
L57,L271,22.0667016483
L62,L271,17.4741598054
L63,L271,14.4498601259
L70,L271,11.0800814217
L75,L271,9.89523709006
L76,L271,10.8054198295
L77,L271,13.7673611562
L78,L271,17.7157784378
L79,L271,20.0915721681
L80,L271,26.5582971227
L81,L271,49.9220681568
L82,L271,28.1449723117
L91,L271,26.9057515284
L93,L271,29.3919797372
L99,L271,43.1334143011
L102,L271,40.3425725045
L103,L271,36.0196562119
L106,L271,31.8592653809
L113,L271,50.8464269027
L116,L271,30.7979797875
L122,L271,28.3806517917
L128,L271,26.2999743173
L134,L271,24.3643992681
L135,L271,22.4201455616
L138,L271,24.3976114861
L139,L271,24.6353742209
L141,L271,24.9383127941
L145,L271,24.2183116493
L146,L271,23.0970820232
L147,L271,22.5095427118
L150,L271,21.9306637321
L151,L271,16.1975608088
L153,L271,22.5399290912
L154,L271,37.5133625595
L155,L271,34.0452581296
L156,L271,16.6769758462
L157,L271,15.8002742753
L159,L271,23.2467984386
L162,L271,30.1869836074
L168,L271,22.0590259772
L171,L271,15.1142335969
L173,L271,16.5669421594
L178,L271,18.109991107
L179,L271,20.1826379336
L185,L271,13.4881627793
L186,L271,14.1897386933
L191,L271,13.6137001207
L203,L271,17.9917892508
L206,L271,19.5758628458
L213,L271,20.817901823
L222,L271,22.4541568557
L227,L271,24.2932104216
L229,L271,33.9294141528
L231,L271,27.2126214413
L246,L271,24.3303801249
L247,L271,13.5878549334
L249,L271,11.5224282965
L252,L271,7.82779322783
L262,L271,6.74851463341
L271,L271,0
L273,L271,6.3861667866
L274,L271,10.6616100856
L292,L271,12.4836469794
L299,L271,14.1978769008
L309,L271,16.5187855556
L310,L271,18.0241304076
L313,L271,24.7418528721
L315,L271,26.8196385539
L321,L271,28.5377676419
L323,L271,30.643534099
L328,L271,29.7330421962
L333,L271,27.1087877301
L334,L271,23.3632170105
L336,L271,22.7987900216
L338,L271,22.1869457864
L349,L271,20.8158340431
L355,L271,26.2018704287
L361,L271,19.0088009192
L365,L271,41.205999953
L370,L271,8.58364235643
L371,L271,34.9806135802
L375,L271,34.5086632556
L382,L271,36.3828691602
L385,L271,37.8947514296
L387,L271,32.8751138107
L392,L271,24.657588918
L393,L271,26.035814772
L402,L271,30.3646316056
L408,L271,18.9541387994
L411,L271,17.2614506211
L412,L271,14.5826718336
L418,L271,12.2691290266
L423,L271,9.93432129825
L430,L271,7.25029540912
L431,L271,8.95402811482
L437,L271,10.7109804192
L444,L271,12.0415934683
L445,L271,14.3765270638
L469,L271,19.2422471615
L483,L271,15.6372982205
L493,L271,14.0275315914
L495,L271,14.1103446017
L496,L271,14.5826637169
L511,L271,15.442305633
L527,L271,37.7849058513
L529,L271,35.9431909387
L530,L271,33.4579120485
L540,L271,31.7911946283
L543,L271,24.1528598368
L554,L271,25.5058152952
L556,L271,21.5546400063
L560,L271,22.6987705898
L0,L271,25.2944966391
L7,L273,41.0526597828
L18,L273,39.8766417246
L26,L273,44.7370148911
L33,L273,35.6390506276
L36,L273,28.7532128854
L38,L273,24.3966857371
L57,L273,20.7129777893
L62,L273,16.1544671827
L63,L273,13.1883354033
L70,L273,10.1683166072
L75,L273,9.55678231985
L76,L273,11.6822301563
L77,L273,14.8730693933
L78,L273,18.807313914
L79,L273,21.3754899473
L80,L273,27.927797531
L81,L273,48.898134486
L82,L273,27.1329510118
L91,L273,25.9604812592
L93,L273,28.3254603458
L99,L273,42.3685834869
L102,L273,39.581903705
L103,L273,35.2439625407
L106,L273,31.0735768306
L113,L273,49.4602658805
L116,L273,30.6642661631
L122,L273,28.215534338
L128,L273,26.1449177331
L134,L273,24.2251115595
L135,L273,22.145600094
L138,L273,24.3743659183
L139,L273,24.8037081541
L141,L273,25.287375065
L145,L273,24.6992320559
L146,L273,23.7563886793
L147,L273,23.3045070415
L150,L273,22.8528382333
L151,L273,16.3393095576
L153,L273,23.8777682801
L154,L273,38.8985297293
L155,L273,35.4284720786
L156,L273,17.4910311056
L157,L273,16.3162671338
L159,L273,24.6262192676
L162,L273,31.56562077
L168,L273,23.4347589294
L171,L273,16.4157121998
L173,L273,17.9270086103
L178,L273,19.4959966949
L179,L273,21.5682214235
L185,L273,14.5329428385
L186,L273,15.3997197097
L191,L273,14.1953544401
L203,L273,16.838078986
L206,L273,18.3290997114
L213,L273,19.5023965938
L222,L273,21.0973088575
L227,L273,22.9172695654
L229,L273,32.575754111
L231,L273,28.5311230059
L246,L273,25.6582304511
L247,L273,14.9356962302
L249,L273,12.8502576052
L252,L273,8.93790286934
L262,L273,7.96768516165
L271,L273,6.3861667866
L273,L273,0
L274,L273,9.27548712143
L292,L273,11.0977879936
L299,L273,12.811733428
L309,L273,15.1381297597
L310,L273,16.651257844
L313,L273,23.3817971794
L315,L273,25.4542084205
L321,L273,27.1675280984
L323,L273,29.2707384222
L328,L273,28.9481836818
L333,L273,26.3566652301
L334,L273,22.6725636937
L336,L273,22.023681348
L338,L273,21.2483165137
L349,L273,19.7217980022
L355,L273,27.5050987628
L361,L273,18.7671917429
L365,L273,40.0498223854
L370,L273,9.05210241564
L371,L273,33.6208892551
L375,L273,35.8724016273
L382,L273,37.718878916
L385,L273,36.5502106782
L387,L273,31.5048854512
L392,L273,26.0425634676
L393,L273,27.4219709913
L402,L273,31.7423717677
L408,L273,20.3119566897
L411,L273,18.6273009045
L412,L273,15.9614239692
L418,L273,13.6551307883
L423,L273,11.3051512103
L430,L273,6.81700454078
L431,L273,7.8087214814
L437,L273,9.40498445075
L444,L273,10.6926474513
L445,L273,13.0056537896
L469,L273,17.8575980946
L483,L273,15.96328591
L493,L273,14.163184638
L495,L273,13.9727100537
L496,L273,14.1687660613
L511,L273,14.8349339819
L527,L273,36.8764529914
L529,L273,35.0204038266
L530,L273,32.5319945891
L540,L273,30.8623738248
L543,L273,25.3493421098
L554,L273,26.7612627221
L556,L273,22.6465706968
L560,L273,22.2388001975
L0,L273,24.5684374891
L7,L274,40.3259999401
L18,L274,38.8262337347
L26,L274,40.4615485156
L33,L274,31.3682403321
L36,L274,24.5015121228
L38,L274,20.1812166466
L57,L274,16.5743235674
L62,L274,12.2229257747
L63,L274,9.7267062137
L70,L274,9.35393283816
L75,L274,10.8948128187
L76,L274,15.1120126205
L77,L274,18.5946476248
L78,L274,22.4212969937
L79,L274,25.4085031937
L80,L274,32.1574311015
L81,L274,45.8461585041
L82,L274,24.2752627898
L91,L274,23.3670054081
L93,L274,25.2516186623
L99,L274,40.2143327738
L102,L274,37.4619396003
L103,L274,33.1131218959
L106,L274,28.9595764051
L113,L274,45.1851238299
L116,L274,30.6833409949
L122,L274,28.1868090702
L128,L274,26.1982487326
L134,L274,24.3838039072
L135,L274,21.9583014204
L138,L274,24.8815673904
L139,L274,25.8647701848
L141,L274,26.853343383
L145,L274,26.6463545501
L146,L274,26.205696478
L147,L274,26.1169589253
L150,L274,25.9963594571
L151,L274,17.7872721326
L153,L274,28.0319820688
L154,L274,43.169939969
L155,L274,39.6939925956
L156,L274,20.5459350834
L157,L274,18.7208977772
L159,L274,28.8826189011
L162,L274,35.818567158
L168,L274,27.6821768759
L171,L274,20.5318179266
L173,L274,22.1535951133
L178,L274,23.7714365116
L179,L274,25.8413922481
L185,L274,18.1763384691
L186,L274,19.3470975966
L191,L274,16.8886564027
L203,L274,13.7481680478
L206,L274,14.7490087056
L213,L274,15.5772606688
L222,L274,16.9661539097
L227,L274,18.6930031422
L229,L274,28.414540117
L231,L274,32.6494821657
L246,L274,29.802992283
L247,L274,19.1455712093
L249,L274,17.0355674637
L252,L274,12.9393450476
L262,L274,12.1296024271
L271,L274,10.6616100856
L273,L274,9.27548712143
L274,L274,0
L292,L274,6.8237419589
L299,L274,8.53628484994
L309,L274,10.9026434352
L310,L274,12.4570724059
L313,L274,19.2289971715
L315,L274,21.2737691809
L321,L274,22.9643127391
L323,L274,25.0550458181
L328,L274,26.8702799907
L333,L274,24.4436819756
L334,L274,21.079248246
L336,L274,20.1537197286
L338,L274,18.8006396609
L349,L274,16.7115950448
L355,L274,31.5665879129
L361,L274,18.9324084166
L365,L274,36.6249614711
L370,L274,12.2065690919
L371,L274,29.4549936261
L375,L274,40.095657106
L382,L274,41.8719104831
L385,L274,32.4406029026
L387,L274,27.2983988819
L392,L274,30.3137433444
L393,L274,31.6974063739
L402,L274,36.0000663971
L408,L274,24.5190846772
L411,L274,22.8548887619
L412,L274,20.2196776775
L418,L274,17.9298416631
L423,L274,15.5615476641
L430,L274,9.71319481222
L431,L274,7.88996902985
L437,L274,6.73027274211
L444,L274,6.93529743928
L445,L274,8.86040312284
L469,L274,13.5930267789
L483,L274,17.8568271637
L493,L274,15.7272865906
L495,L274,14.8151643214
L496,L274,14.1453059782
L511,L274,14.0683696775
L527,L274,34.2784688868
L529,L274,32.3887144842
L530,L274,29.9137024958
L540,L274,28.2529914865
L543,L274,29.1515171562
L554,L274,30.7045103625
L556,L274,26.2124258685
L560,L274,21.4477667045
L0,L274,22.7914223815
L7,L292,40.0836590143
L18,L292,38.4488664984
L26,L292,38.639683006
L33,L292,29.5445068599
L36,L292,22.682560827
L38,L292,18.3784220556
L57,L292,14.8171325969
L62,L292,10.6473548097
L63,L292,8.71329503412
L70,L292,10.1033513305
L75,L292,12.1440775672
L76,L292,16.7077035526
L77,L292,20.2367335714
L78,L292,24.007164342
L79,L292,27.1309823064
L80,L292,33.9529065005
L81,L292,44.5498791062
L82,L292,23.1543391698
L91,L292,22.3871615293
L93,L292,24.0147522351
L99,L292,39.3383735564
L102,L292,36.6117691109
L103,L292,32.2784157055
L106,L292,28.1594233514
L113,L292,43.3649171822
L116,L292,30.8212425708
L122,L292,28.327563378
L128,L292,26.3961716574
L134,L292,24.6503874198
L135,L292,22.1187303175
L138,L292,25.2859739007
L139,L292,26.4813370202
L141,L292,27.6588532591
L145,L292,27.6011352738
L146,L292,27.3535513102
L147,L292,27.3992204168
L150,L292,27.3993320776
L151,L292,18.8364618522
L153,L292,29.7974643436
L154,L292,44.986848064
L155,L292,41.506986407
L156,L292,22.057621011
L157,L292,20.0597282009
L159,L292,30.6913596551
L162,L292,37.6247696694
L168,L292,29.4867562264
L171,L292,22.3272894524
L173,L292,23.9715537816
L178,L292,25.5936168481
L179,L292,27.66018631
L185,L292,19.8658649462
L186,L292,21.1054584928
L191,L292,18.343082021
L203,L292,12.8579432749
L206,L292,13.4869178473
L213,L292,14.049735103
L222,L292,15.272537065
L227,L292,16.9221319117
L229,L292,26.6319107551
L231,L292,34.4381203437
L246,L292,31.5997821329
L247,L292,20.9613639734
L249,L292,18.8482724029
L252,L292,14.7332166886
L262,L292,13.946096745
L271,L292,12.4836469794
L273,L292,11.0977879936
L274,L292,6.8237419589
L292,L292,0
L299,L292,6.71798181739
L309,L292,9.14615529777
L310,L292,10.7348062122
L313,L292,17.5117009335
L315,L292,19.5324760262
L321,L292,21.2046831881
L323,L292,23.284900878
L328,L292,26.1046760124
L333,L292,23.7822981452
L334,L292,20.6222340421
L336,L292,19.5818355181
L338,L292,17.9662348408
L349,L292,15.6193062661
L355,L292,33.2930219694
L361,L292,19.4756291049
L365,L292,35.2886971644
L370,L292,13.876374466
L371,L292,27.7152437957
L375,L292,41.910876491
L382,L292,43.668110886
L385,L292,30.7334949988
L387,L292,25.5333083908
L392,L292,32.1308404532
L393,L292,33.5188414792
L402,L292,37.8226126895
L408,L292,26.3075828325
L411,L292,24.6524000391
L412,L292,22.0309771837
L418,L292,19.750405107
L423,L292,17.384784258
L430,L292,11.4576633434
L431,L292,9.47100815736
L437,L292,7.72280954746
L444,L292,6.70564036855
L445,L292,7.30092602096
L469,L292,11.7902972574
L483,L292,18.921633184
L493,L292,16.7422262874
L495,L292,15.6133575163
L496,L292,14.6450337075
L511,L292,14.252444732
L527,L292,33.2215230535
L529,L292,31.3244683184
L530,L292,28.8688502588
L540,L292,27.2228419766
L543,L292,30.7827282909
L554,L292,32.3861902894
L556,L292,27.7656888431
L560,L292,21.3538182085
L0,L292,22.2174438114
L7,L299,40.1314398914
L18,L299,38.3711548114
L26,L299,36.925444993
L33,L299,27.8385262228
L36,L299,20.9977342131
L38,L299,16.7329931636
L57,L299,13.2664807091
L62,L299,9.49368938955
L63,L299,8.62614513932
L70,L299,11.3524481873
L75,L299,13.6105637935
L76,L299,18.3317087908
L77,L299,21.8798058792
L78,L299,25.6116466137
L79,L299,28.8138860722
